grid_id,geometry,center_lon,center_lat,cafe_count,total_reviews_count,average_cafe_rating,school_count,university_count,mall_count,poi_count,chain_cafe_count,distance_to_metro,proximity_to_metro,foot_traffic_count,walkable_length_m,walkability_index,parking_count,parking_density
11,"POLYGON ((37.359815032997226 55.63890798800209, 37.3595146798344 55.64609341649669, 37.346808744868 55.64592286659717, 37.34711142176273 55.63873748373693, 37.359815032997226 55.63890798800209))",37.35331246739587,55.64241554828424,22,141183,4.509090909090909,1,0,0,1,0,331.57681671447625,0.9652009773294434,0,40421.36505100546,0.454,17,0.104
12,"POLYGON ((37.3595146798344 55.64609341649669, 37.359214190917335 55.65327883544337, 37.34650593117018 55.65310823989282, 37.346808744868 55.64592286659717, 37.3595146798344 55.64609341649669))",37.35301088422484,55.6496009492128,3,54,4.7,0,0,0,0,0,1113.5380894902178,0.8715353423068068,0,16501.29499772334,0.185,0,0.0
13,"POLYGON ((37.359214190917335 55.65327883544337, 37.3589135661621 55.660464244842295, 37.34620298058466 55.660293603624034, 37.34650593117018 55.65310823989282, 37.359214190917335 55.65327883544337))",37.35270916473299,55.65678634058519,2,16,0.0,0,0,0,0,0,1500.5166128659685,0.8251819097340571,0,19740.487958348385,0.222,1,0.006
14,"POLYGON ((37.3589135661621 55.660464244842295, 37.35861280548466 55.66764964469362, 37.345899893026754 55.66747895779096, 37.34620298058466 55.660293603624034, 37.3589135661621 55.660464244842295))",37.35240730883603,55.66397172240157,0,0,0.0,0,0,0,0,0,2131.462673610389,0.7496053236521452,0,15911.445855622578,0.179,0,0.0
15,"POLYGON ((37.35831190880088 55.674835034997514, 37.35801087602661 55.682020415754124, 37.345293306654696 55.68184963743258, 37.34559666841171 55.674664302393765, 37.35831190880088 55.674835034997514))",37.35180318748909,55.67834245736693,0,0,0.0,0,0,0,0,0,3600.8747770926625,0.5735947940078117,0,6517.920601290785,0.073,0,0.0
16,"POLYGON ((37.35801087602661 55.682020415754124, 37.35770970707759 55.68920578696362, 37.344989807670835 55.68903496290754, 37.345293306654696 55.68184963743258, 37.35801087602661 55.682020415754124))",37.351500921870105,55.68552781051622,1,24,4.6,1,0,0,1,2,4370.112374768983,0.4814532384370621,0,19652.568023782685,0.221,9,0.055
17,"POLYGON ((37.35770970707759 55.68920578696362, 37.357408401869506 55.69639114862616, 37.344686171375145 55.696220278818814, 37.344989807670835 55.68903496290754, 37.35770970707759 55.68920578696362))",37.351198519508,55.69271315411013,12,26113,4.216666666666667,0,0,0,0,0,5148.734327062557,0.3881875971025987,0,26962.18527352726,0.303,7,0.043
18,"POLYGON ((37.357408401869506 55.69639114862616, 37.35710696031797 55.7035765007419, 37.34438239768258 55.70340558516656, 37.344686171375145 55.696220278818814, 37.357408401869506 55.69639114862616))",37.350895980318086,55.699898488148776,1,1,0.0,0,0,0,0,0,5933.047123356445,0.2942402896349624,0,20487.003700916393,0.23,3,0.018
19,"POLYGON ((37.35710696031797 55.7035765007419, 37.35680538233852 55.71076184331099, 37.344078486508046 55.7105908819509, 37.34438239768258 55.70340558516656, 37.35710696031797 55.7035765007419))",37.35059330421561,55.70708381263234,0,0,0.0,0,0,0,0,0,5601.930072619532,0.3339024697247813,0,23351.89277343052,0.262,6,0.037
20,"POLYGON ((37.35438783693946 55.76824424020391, 37.354085027296385 55.775429496860426, 37.34133708516941 55.77525812268186, 37.34164223752356 55.768072911961376, 37.35438783693946 55.76824424020391))",37.34786304420936,55.77175130303126,0,0,0.0,0,0,0,0,0,4134.773298864385,0.5096428493010343,0,7157.667599904754,0.08,0,0.0
21,"POLYGON ((37.354085027296385 55.775429496860426, 37.35378208037688 55.782614743971905, 37.34103179447822 55.782443323840475, 37.34133708516941 55.77525812268186, 37.354085027296385 55.775429496860426))",37.34755899430441,55.7789365319725,0,0,0.0,1,1,0,2,0,4448.671367662538,0.4720432098176218,0,580.5883470875376,0.007,0,0.0
22,"POLYGON ((37.35378208037688 55.782614743971905, 37.35347899609572 55.78979998153848, 37.3407263653641 55.78962851543731, 37.34103179447822 55.782443323840475, 37.35378208037688 55.782614743971905))",37.34725480654994,55.78612175136034,0,0,0.0,0,0,0,0,0,4016.78822211022,0.5237754509043657,0,8444.147540920427,0.095,0,0.0
23,"POLYGON ((37.35347899609572 55.78979998153848, 37.35317577436757 55.79698520956034, 37.340420797741075 55.79681369747253, 37.3407263653641 55.78962851543731, 37.35347899609572 55.78979998153848))",37.346950480860336,55.79330696119492,0,0,0.0,0,0,0,0,2,3709.244977062488,0.5606138907954669,0,6576.315738963619,0.074,0,0.0
24,"POLYGON ((37.35317577436757 55.79698520956034, 37.35287241510705 55.804170428037615, 37.3401150915231 55.803998869946284, 37.340420797741075 55.79681369747253, 37.35317577436757 55.79698520956034))",37.346646017149936,55.80049216147645,12,7445,4.166666666666667,0,0,0,0,0,3558.4278794383367,0.578679209006294,0,4033.010661085812,0.045,0,0.0
25,"POLYGON ((37.35287241510705 55.804170428037615, 37.3525689182287 55.8113556369705, 37.33980924662406 55.81118403285875, 37.3401150915231 55.803998869946284, 37.35287241510705 55.804170428037615))",37.34634141533298,55.80767735220504,0,0,0.0,0,0,0,0,0,3120.0750820229414,0.6311864041364514,0,1308.6865125152538,0.015,0,0.0
26,"POLYGON ((37.35226528364699 55.818540836359105, 37.35196151127632 55.825726026203654, 37.33919714043792 55.825554330000294, 37.339503262957756 55.81836918621002, 37.35226528364699 55.818540836359105))",37.34573179703602,55.82204770500405,0,0,0.0,1,0,0,1,0,2497.8294522936985,0.7057208268473891,0,5893.638859893227,0.066,1,0.006
27,"POLYGON ((37.35196151127632 55.825726026203654, 37.35165760103101 55.83291120650424, 37.33889087897823 55.8327394642297, 37.33919714043792 55.825554330000294, 37.35196151127632 55.825726026203654))",37.34542678038414,55.82923286707479,1,142,3.8,0,0,0,0,0,2112.696881680988,0.7518531457361348,0,10939.391007290924,0.123,2,0.012
28,"POLYGON ((37.35165760103101 55.83291120650424, 37.35135355282531 55.84009637726106, 37.338584478492265 55.83992458889836, 37.33889087897823 55.8327394642297, 37.35165760103101 55.83291120650424))",37.345121625281976,55.8364180195932,0,0,0.0,2,0,0,2,0,1487.138328549231,0.8267844002149379,0,6507.613040291087,0.073,2,0.012
29,"POLYGON ((37.35135355282531 55.84009637726106, 37.3510493665734 55.84728153847426, 37.338277938893555 55.847109704006456, 37.338584478492265 55.83992458889836, 37.35135355282531 55.84009637726106))",37.34481633164341,55.843603162559454,5,81,3.8,1,0,0,1,2,1113.4058996326037,0.8715511763990925,0,6066.466254358063,0.068,6,0.037
30,"POLYGON ((37.3510493665734 55.84728153847426, 37.35074504218939 55.85446669014401, 37.337971260095536 55.854294809554126, 37.338277938893555 55.847109704006456, 37.3510493665734 55.84728153847426))",37.34451089938224,55.85078829597368,15,36371,3.94,3,0,0,3,0,871.6430892647892,0.9005102411844569,0,4477.989225480289,0.05,2,0.012
31,"POLYGON ((37.35074504218939 55.85446669014401, 37.350440579587314 55.861651832270454, 37.33766444201159 55.861479905541515, 37.337971260095536 55.854294809554126, 37.35074504218939 55.85446669014401))",37.344205328412215,55.85797341983608,5,39,0.0,0,0,0,0,0,664.8714041426559,0.9252779654515634,1,1554.7239594725233,0.017,1,0.006
32,"POLYGON ((37.350440579587314 55.861651832270454, 37.35013597868114 55.86883696485375, 37.337357484555 55.868664991968764, 37.33766444201159 55.861479905541515, 37.350440579587314 55.861651832270454))",37.34389961864701,55.86515853414674,0,0,0.0,0,0,0,0,0,1185.0511751593012,0.8629692933030682,0,0.0,0.0,0,0.0
33,"POLYGON ((37.375491682862474 55.567221915417484, 37.37519499600102 55.574407484518076, 37.36251211634255 55.574238701868076, 37.36281111656588 55.56705317788552, 37.375491682862474 55.567221915417484))",37.369002475521086,55.57073042920886,0,0,0.0,0,0,0,0,0,4190.733040586384,0.5029398258565512,0,9645.872986092732,0.108,0,0.0
34,"POLYGON ((37.37519499600102 55.574407484518076, 37.37489817526364 55.58159304408559, 37.362212981200805 55.58142421630113, 37.36251211634255 55.574238701868076, 37.37519499600102 55.574407484518076))",37.36870456477721,55.577915971008935,0,0,0.0,0,0,0,0,0,3583.0451266733357,0.5757304822917464,0,25614.210624089472,0.288,0,0.0
35,"POLYGON ((37.37489817526364 55.58159304408559, 37.37460122056772 55.588778594120186, 37.361913711057376 55.5886097211848, 37.362212981200805 55.58142421630113, 37.37489817526364 55.58159304408559))",37.36840651959472,55.585101503267815,5,29220,4.5600000000000005,1,0,1,2,1,3064.9928771327423,0.6377843136226506,0,19465.793640909047,0.219,6,0.037
36,"POLYGON ((37.37460122056772 55.588778594120186, 37.37430413183055 55.595964134622044, 37.36161430582892 55.5957952165193, 37.361913711057376 55.5886097211848, 37.37460122056772 55.588778594120186))",37.36810833989059,55.592287025985655,17,7058,4.516666666666667,0,0,0,0,0,2688.893878301974,0.6828345645536384,0,41446.5056351595,0.466,4,0.025
37,"POLYGON ((37.37430413183055 55.595964134622044, 37.374006908969385 55.603149665591324, 37.36131476543204 55.602980702304755, 37.36161430582892 55.5957952165193, 37.37430413183055 55.595964134622044))",37.367810025581775,55.59947253916261,5,2298,4.4,0,0,0,0,1,2519.150498770568,0.7031669288128815,0,45810.60029497687,0.515,62,0.38
38,"POLYGON ((37.374006908969385 55.603149665591324, 37.373709551901385 55.61033518702822, 37.361015089783265 55.610166178541334, 37.36131476543204 55.602980702304755, 37.374006908969385 55.603149665591324))",37.3675115765852,55.60665804279886,1,4884,3.9,0,0,0,0,0,2596.55313385249,0.6938954121537017,0,29850.359348735306,0.335,17,0.104
39,"POLYGON ((37.373709551901385 55.61033518702822, 37.37341206054366 55.61752069893288, 37.36071527879905 55.6173516452292, 37.361015089783265 55.610166178541334, 37.373709551901385 55.61033518702822))",37.36721299281762,55.61384353689458,0,0,0.0,0,0,0,0,0,2901.388824885229,0.6573812910939822,0,16149.213208988853,0.181,0,0.0
40,"POLYGON ((37.37341206054366 55.61752069893288, 37.373114434813225 55.62470620130548, 37.36041533239577 55.6245371023685, 37.36071527879905 55.6173516452292, 37.37341206054366 55.61752069893288))",37.36691427419581,55.62102902144992,0,0,0.0,0,0,0,0,0,2198.4266655045826,0.7415841785612179,0,13589.809594280561,0.153,0,0.0
41,"POLYGON ((37.373114434813225 55.62470620130548, 37.37281667462706 55.63189169414619, 37.36011525048975 55.63172254995942, 37.36041533239577 55.6245371023685, 37.373114434813225 55.62470620130548))",37.36661542063643,55.62821449646502,0,0,0.0,0,0,0,0,0,1459.7831956837806,0.8300610789715159,0,16061.75890227547,0.18,1,0.006
42,"POLYGON ((37.37281667462706 55.63189169414619, 37.37251877990204 55.639077177455185, 37.359815032997226 55.63890798800209, 37.36011525048975 55.63172254995942, 37.37281667462706 55.63189169414619))",37.3663164320561,55.63539996194008,8,326,3.925,5,0,1,6,6,841.934764681383,0.904068792207944,0,24652.245729294948,0.277,3,0.018
43,"POLYGON ((37.37251877990204 55.639077177455185, 37.372220750554995 55.64626265123264, 37.3595146798344 55.64609341649669, 37.359815032997226 55.63890798800209, 37.37251877990204 55.639077177455185))",37.36601730837136,55.64258541787527,16,69516,4.091666666666667,1,0,0,1,0,637.1048146558934,0.928603929699714,1,65255.87908719227,0.733,9,0.055
44,"POLYGON ((37.372220750554995 55.64626265123264, 37.37192258650268 55.65344811547872, 37.359214190917335 55.65327883544337, 37.3595146798344 55.64609341649669, 37.372220750554995 55.64626265123264))",37.36571804949863,55.64977086427074,1,10,0.0,0,0,0,0,0,370.7904778889592,0.9605038489634408,0,37055.73939623657,0.416,8,0.049
45,"POLYGON ((37.37192258650268 55.65344811547872, 37.37162428766176 55.66063357019359, 37.3589135661621 55.660464244842295, 37.359214190917335 55.65327883544337, 37.37192258650268 55.65344811547872))",37.36541865535433,55.656956301126655,0,0,0.0,0,0,0,0,0,1071.9461772423,0.8765173446234666,0,25862.402939528027,0.291,1,0.006
46,"POLYGON ((37.37162428766176 55.66063357019359, 37.37132585394887 55.66781901537741, 37.35861280548466 55.66764964469362, 37.3589135661621 55.660464244842295, 37.37162428766176 55.66063357019359))",37.36511912585481,55.66414172844318,1,116,4.7,0,0,0,0,0,1854.8993584766167,0.782732895870673,0,20810.075376683115,0.234,0,0.0
47,"POLYGON ((37.37132585394887 55.66781901537741, 37.37102728528054 55.67500445103039, 37.35831190880088 55.674835034997514, 37.35861280548466 55.66764964469362, 37.37132585394887 55.66781901537741))",37.36481946091628,55.67132714622048,0,0,0.0,0,0,0,0,0,2648.0624328023555,0.6877254759130182,0,14753.644330956413,0.166,0,0.0
48,"POLYGON ((37.37102728528054 55.67500445103039, 37.370728581573246 55.682189877152645, 37.35801087602661 55.682020415754124, 37.35831190880088 55.674835034997514, 37.37102728528054 55.67500445103039))",37.36451966045495,55.67851255445871,0,0,0.0,0,0,0,0,0,3444.38930156296,0.5923390872965055,0,20460.60617251537,0.23,0,0.0
49,"POLYGON ((37.370728581573246 55.682189877152645, 37.3704297427434 55.68937529374439, 37.35770970707759 55.68920578696362, 37.35801087602661 55.682020415754124, 37.370728581573246 55.682189877152645))",37.36421972438691,55.685697953158055,0,0,0.0,0,0,0,0,0,4242.098616038443,0.4967871052417029,0,16908.258171043122,0.19,1,0.006
50,"POLYGON ((37.3704297427434 55.68937529374439, 37.37013076870731 55.69656070080578, 37.357408401869506 55.69639114862616, 37.35770970707759 55.68920578696362, 37.3704297427434 55.68937529374439))",37.36391965262823,55.69288334231869,0,0,0.0,1,1,0,2,0,5001.991763998678,0.4057648555075293,0,12445.515154543307,0.14,0,0.0
51,"POLYGON ((37.37013076870731 55.69656070080578, 37.369831659381255 55.703746098336985, 37.35710696031797 55.7035765007419, 37.357408401869506 55.69639114862616, 37.37013076870731 55.69656070080578))",37.36361944509488,55.70006872194075,1,7,0.0,0,0,0,0,0,5631.758535931907,0.3303295281288562,0,64785.066369516564,0.728,9,0.055
52,"POLYGON ((37.369831659381255 55.703746098336985, 37.36953241468143 55.71093148633817, 37.35680538233852 55.71076184331099, 37.35710696031797 55.7035765007419, 37.369831659381255 55.703746098336985))",37.36331910170273,55.7072540920244,0,0,0.0,0,0,0,0,0,5022.841456972413,0.4032674175903296,0,40559.27160397551,0.456,18,0.11
53,"POLYGON ((37.3674339042622 55.76122893552038, 37.367133573546596 55.76841424728757, 37.35438783693946 55.76824424020391, 37.35469050939129 55.76105897400219, 37.3674339042622 55.76122893552038))",37.36091145353431,55.76473670933108,0,0,0.0,0,0,0,0,0,3093.726955414068,0.6343424607039546,0,15722.863539125554,0.177,1,0.006
54,"POLYGON ((37.367133573546596 55.76841424728757, 37.36683310669977 55.77559954952628, 37.354085027296385 55.775429496860426, 37.35438783693946 55.76824424020391, 37.367133573546596 55.76841424728757))",37.36060988361701,55.77192199357656,0,0,0.0,0,0,0,0,0,3428.1883131906416,0.5942796896213507,0,29936.088804375424,0.336,0,0.0
55,"POLYGON ((37.36683310669977 55.77559954952628, 37.3665325036372 55.78278484223667, 37.35378208037688 55.782614743971905, 37.354085027296385 55.775429496860426, 37.36683310669977 55.77559954952628))",37.360308176996064,55.77910726828529,0,0,0.0,2,0,0,2,1,3841.287511833881,0.5447974452757818,0,19424.774555993296,0.218,0,0.0
56,"POLYGON ((37.3665325036372 55.78278484223667, 37.366231764274296 55.78997012541891, 37.35347899609572 55.78979998153848, 37.35378208037688 55.782614743971905, 37.3665325036372 55.78278484223667))",37.360006333586576,55.78629253345742,5,3,0.0,0,0,0,0,0,3331.576268382641,0.6058521662168407,0,44175.571849352855,0.496,12,0.074
57,"POLYGON ((37.366231764274296 55.78997012541891, 37.365930888526414 55.79715539907319, 37.35317577436757 55.79698520956034, 37.35347899609572 55.78979998153848, 37.366231764274296 55.78997012541891))",37.35970435330359,55.79347778909315,1,3,0.0,0,0,0,0,0,2953.525200547874,0.6511362417491652,0,32807.43383247233,0.369,5,0.031
58,"POLYGON ((37.365930888526414 55.79715539907319, 37.365629876308816 55.804340663199646, 37.35287241510705 55.804170428037615, 37.35317577436757 55.79698520956034, 37.365930888526414 55.79715539907319))",37.35940223606209,55.800663035192606,0,0,0.0,0,0,0,0,0,2761.742526601134,0.6741085379062313,0,5537.581579119565,0.062,0,0.0
59,"POLYGON ((37.365629876308816 55.804340663199646, 37.3653287275367 55.81152591779848, 37.3525689182287 55.8113556369705, 37.35287241510705 55.804170428037615, 37.365629876308816 55.804340663199646))",37.359099981776986,55.80784827175596,0,0,0.0,0,0,0,0,0,2530.972354179097,0.7017508719919917,0,12109.332166356897,0.136,0,0.0
60,"POLYGON ((37.36502744212519 55.818711162869825, 37.36472601998935 55.82589639841388, 37.35196151127632 55.825726026203654, 37.35226528364699 55.818540836359105, 37.36502744212519 55.818711162869825))",37.35849506173519,55.822218716275046,3,52,4.1,2,0,0,2,0,1705.902843724513,0.8005801392781069,0,41171.095407157474,0.463,8,0.049
61,"POLYGON ((37.36472601998935 55.82589639841388, 37.36442446104416 55.83308162443082, 37.35165760103101 55.83291120650424, 37.35196151127632 55.825726026203654, 37.36472601998935 55.82589639841388))",37.35819239580797,55.82940392423111,4,328,3.9333333333333336,1,0,0,1,2,1645.4054413446595,0.8078266971428134,0,52425.49011209496,0.589,6,0.037
62,"POLYGON ((37.36442446104416 55.83308162443082, 37.36412276520454 55.84026684092078, 37.35135355282531 55.84009637726106, 37.35165760103101 55.83291120650424, 37.36442446104416 55.83308162443082))",37.35788959249604,55.83658912265174,8,26006,4.325,2,0,3,5,10,1049.4395942608962,0.8792132497284084,0,61292.98841417098,0.689,8,0.049
63,"POLYGON ((37.36412276520454 55.84026684092078, 37.36382093238532 55.847452047883976, 37.3510493665734 55.84728153847426, 37.35135355282531 55.84009637726106, 37.36412276520454 55.84026684092078))",37.357586651713945,55.84377431153709,56,174293,4.297058823529412,2,0,3,5,9,359.7440072688533,0.961827027900063,0,70023.57349284421,0.787,32,0.196
64,"POLYGON ((37.36382093238532 55.847452047883976, 37.363518962501296 55.854637245320525, 37.35074504218939 55.85446669014401, 37.3510493665734 55.84728153847426, 37.36382093238532 55.847452047883976))",37.35728357337617,55.85095949088732,31,129999,4.265,1,0,1,2,5,621.2599544412157,0.9305018739400784,0,74314.27098423716,0.835,37,0.227
65,"POLYGON ((37.363518962501296 55.854637245320525, 37.36321685546714 55.86182243323064, 37.350440579587314 55.861651832270454, 37.35074504218939 55.85446669014401, 37.363518962501296 55.854637245320525))",37.35698035739713,55.8581446607026,12,53463,3.871428571428571,0,0,0,0,0,261.2589513104213,0.9736238593132628,0,44374.24112020332,0.498,20,0.123
66,"POLYGON ((37.36321685546714 55.86182243323064, 37.36291461119748 55.86900761161446, 37.35013597868114 55.86883696485375, 37.350440579587314 55.861651832270454, 37.36321685546714 55.86182243323064))",37.35667700369112,55.86532982098311,0,0,0.0,0,0,0,0,0,1015.1593682791988,0.8833194366293241,0,2529.9355219086747,0.028,3,0.018
67,"POLYGON ((37.36049170629363 55.926488695759204, 37.36018822305075 55.93367378841409, 37.34738833260878 55.93350272868816, 37.34769418213556 55.926317681986035, 37.36049170629363 55.926488695759204))",37.35394060845302,55.92999583446942,0,0,0.0,0,0,0,0,0,8203.120079276885,0.0223242339852584,0,11693.922631896547,0.131,0,0.0
68,"POLYGON ((37.388172382952426 55.56738934161547, 37.3878780095354 55.57457495548385, 37.37519499600102 55.574407484518076, 37.375491682862474 55.567221915417484, 37.388172382952426 55.56738934161547))",37.38168426543461,55.57089853354783,0,0,0.0,0,0,0,0,0,3703.4226329681246,0.5613113083990049,0,13731.275301720741,0.154,0,0.0
69,"POLYGON ((37.3878780095354 55.57457495548385, 37.387583503285015 55.58176055983544, 37.37489817526364 55.58159304408559, 37.37519499600102 55.574407484518076, 37.3878780095354 55.57457495548385))",37.38138866861519,55.57808412029903,0,0,0.0,0,0,0,0,0,3074.892788905947,0.6365984728972991,0,30050.583873401487,0.338,0,0.0
70,"POLYGON ((37.387583503285015 55.58176055983544, 37.38728886411929 55.588946154670445, 37.37460122056772 55.588778594120186, 37.37489817526364 55.58159304408559, 37.387583503285015 55.58176055983544))",37.38109293839997,55.58526969752536,0,0,0.0,0,0,0,0,0,2451.720746749928,0.7112438640299066,0,29523.187929498963,0.332,0,0.0
71,"POLYGON ((37.38728886411929 55.588946154670445, 37.38699409195617 55.59613173998904, 37.37430413183055 55.595964134622044, 37.37460122056772 55.588778594120186, 37.38728886411929 55.588946154670445))",37.38079707470664,55.59245526522706,3,197,4.3,0,0,0,0,1,1961.3524853031597,0.7699816253519182,0,35987.44946315696,0.404,4,0.025
72,"POLYGON ((37.38699409195617 55.59613173998904, 37.38669918671354 55.6033173157914, 37.374006908969385 55.603149665591324, 37.37430413183055 55.595964134622044, 37.38699409195617 55.59613173998904))",37.38050107745274,55.599640823404286,3,7161,4.466666666666667,0,0,0,0,0,1721.2996595472312,0.798735863120744,0,34040.68147472802,0.382,14,0.086
73,"POLYGON ((37.38669918671354 55.6033173157914, 37.386404148309225 55.61050288207772, 37.373709551901385 55.61033518702822, 37.374006908969385 55.603149665591324, 37.38669918671354 55.6033173157914))",37.38020494655585,55.606826372057206,0,0,0.0,0,0,0,0,0,1832.714232796672,0.785390295868876,0,6975.529939036064,0.078,1,0.006
74,"POLYGON ((37.386404148309225 55.61050288207772, 37.386108976660964 55.617688438848155, 37.37341206054366 55.61752069893288, 37.373709551901385 55.61033518702822, 37.386404148309225 55.61050288207772))",37.379908681933394,55.61401191118599,1,3,0.0,0,0,0,0,0,2243.838317485748,0.7361446365169629,0,36093.53999257862,0.405,51,0.313
75,"POLYGON ((37.386108976660964 55.617688438848155, 37.385813671686414 55.62487398610291, 37.373114434813225 55.62470620130548, 37.37341206054366 55.61752069893288, 37.386108976660964 55.617688438848155))",37.37961228350279,55.621197440790816,0,0,0.0,0,0,0,0,0,2563.177313216803,0.6978932667061992,0,6872.067603894904,0.077,0,0.0
76,"POLYGON ((37.385813671686414 55.62487398610291, 37.3855182333032 55.63205952384216, 37.37281667462706 55.63189169414619, 37.373114434813225 55.62470620130548, 37.385813671686414 55.62487398610291))",37.37931575118132,55.62838296087189,0,0,0.0,1,0,0,1,0,1966.6634469228063,0.7693454626543471,0,15617.67638022391,0.175,3,0.018
77,"POLYGON ((37.3855182333032 55.63205952384216, 37.38522266142886 55.63924505206609, 37.37251877990204 55.639077177455185, 37.37281667462706 55.63189169414619, 37.3855182333032 55.63205952384216))",37.37901908488625,55.63556847142935,2,20,3.0,0,0,0,0,1,1460.0815100072828,0.8300253459991553,0,28980.54371147413,0.326,2,0.012
78,"POLYGON ((37.38522266142886 55.63924505206609, 37.38492695598086 55.646430570774854, 37.372220750554995 55.64626265123264, 37.37251877990204 55.639077177455185, 37.38522266142886 55.63924505206609))",37.37872228453477,55.64275397246339,2,4906,4.0,2,0,0,2,0,763.8200405865682,0.9134256049961104,0,40614.00246864305,0.456,8,0.049
79,"POLYGON ((37.38492695598086 55.646430570774854, 37.38463111687659 55.65361607996868, 37.37192258650268 55.65344811547872, 37.372220750554995 55.64626265123264, 37.38492695598086 55.646430570774854))",37.37842535004398,55.649939463974185,1,55,4.9,0,0,0,0,0,561.2522496264788,0.9376897743814538,0,28821.864351516982,0.324,0,0.0
80,"POLYGON ((37.38463111687659 55.65361607996868, 37.384335144033386 55.6608015796477, 37.37162428766176 55.66063357019359, 37.37192258650268 55.65344811547872, 37.38463111687659 55.65361607996868))",37.37812828133092,55.65712494596192,2,7,0.0,0,0,0,0,0,1151.775636049239,0.8669551358377001,0,25681.308132546576,0.288,2,0.012
81,"POLYGON ((37.384335144033386 55.6608015796477, 37.38403903736851 55.66798706981212, 37.37132585394887 55.66781901537741, 37.37162428766176 55.66063357019359, 37.384335144033386 55.6608015796477))",37.37783107831255,55.66431041842673,0,0,0.0,0,0,0,0,0,1839.5957915548315,0.7845660023987652,0,11488.714180030329,0.129,0,0.0
82,"POLYGON ((37.38344642224244 55.68235802159789, 37.38314991361542 55.68954348321959, 37.3704297427434 55.68937529374439, 37.370728581573246 55.682189877152645, 37.38344642224244 55.68235802159789))",37.37693866259437,55.68586677868559,0,0,0.0,0,0,0,0,0,3874.569590772349,0.5408108193811524,0,8834.91985143416,0.099,0,0.0
